timestamp,24:F2:7F:FF:65:72,24:F2:7F:FF:65:73,24:F2:7F:FF:65:74,24:F2:7F:FF:65:B2,24:F2:7F:FF:65:B3,24:F2:7F:FF:65:B4,38:17:C3:C2:14:50,38:17:C3:C2:14:52,38:17:C3:C2:14:53,38:17:C3:C2:14:54,B2:38:6C:49:95:D8,38:17:C3:C2:15:54,24:F2:7F:FF:65:B0,88:36:6C:94:59:DE,58:86:94:BC:64:24,70:5D:CC:3B:7E:00,58:86:94:AE:50:CB,24:F2:7F:FF:63:B0,24:F2:7F:FF:63:B2,24:F2:7F:FF:63:B3,24:F2:7F:FF:63:B4,24:F2:7F:FF:85:B0,24:F2:7F:FF:85:B2,24:F2:7F:FF:85:B3,24:F2:7F:FF:85:B4,24:F2:7F:FF:61:30,24:F2:7F:FF:61:32,24:F2:7F:FF:61:34,5A:86:94:4F:45:6C,38:17:C3:C2:15:10,38:17:C3:C2:15:12,38:17:C3:C2:15:13,38:17:C3:C2:15:14,70:5D:CC:05:7B:9C,24:F2:7F:FF:65:70,24:F2:7F:FF:61:33,38:17:C3:C2:15:30,24:F2:7F:FF:75:93,24:F2:7F:FF:75:94,58:86:94:55:6D:D6,24:F2:7F:FF:75:90,24:F2:7F:FF:75:92,38:17:C3:C1:DE:93,B0:38:6C:4E:F2:5E,38:17:C3:C2:15:50,38:17:C3:C2:15:52,38:17:C3:C2:15:53,90:9F:33:BE:1C:1E,38:17:C3:C1:DE:90,38:17:C3:C1:DE:92,24:F2:7F:FF:5D:13,24:F2:7F:FF:5D:14,24:F2:7F:FF:84:33,38:17:C3:C2:10:B0,38:17:C3:C2:10:B2,38:17:C3:C2:10:B3,38:17:C3:C2:10:B4,24:F2:7F:FF:5D:30,24:F2:7F:FF:5D:32,24:F2:7F:FF:5D:33,24:F2:7F:FF:5D:12,38:17:C3:C2:15:34,70:5D:CC:AE:25:36,24:F2:7F:FF:84:30,24:F2:7F:FF:84:32,24:F2:7F:FF:5D:34,24:4B:FE:24:9B:6C,38:17:C3:C2:15:33,24:F2:7F:FF:5D:10,24:F2:7F:FF:84:34,38:17:C3:C2:15:32,6C:19:8F:CF:B4:CA,38:17:C3:C2:14:90,38:17:C3:C2:14:92,38:17:C3:C2:14:93,38:17:C3:C2:14:94,CC:40:D0:AF:EB:B1,38:17:C3:C2:13:B4,38:17:C3:C2:13:B3,38:17:C3:C2:13:B0,38:17:C3:C2:13:B2,38:17:C3:C2:14:70,38:17:C3:C2:14:73,38:17:C3:C2:14:32,38:17:C3:C2:14:33,38:17:C3:C2:14:34,38:17:C3:C1:69:70,38:17:C3:C2:14:74,90:9F:33:81:8E:C8,38:17:C3:C2:14:30,24:F2:7F:FF:75:F0,24:F2:7F:FF:75:F2,24:F2:7F:FF:75:F4,24:F2:7F:FF:75:F3,44:48:C1:27:95:B0,44:48:C1:27:95:B2,44:48:C1:27:95:B3,38:17:C3:C1:69:72,38:17:C3:C1:69:73,24:F2:7F:FF:7A:F0,24:F2:7F:FF:7A:F2,24:F2:7F:FF:7A:F3,C2:78:90:1F:E3:A2,B2:38:6C:49:01:2C,24:F2:7F:FF:7A:F4,5A:86:94:C3:E9:60,38:17:C3:C1:69:74,60:D0:2C:11:97:3C,38:17:C3:C1:DE:94
2026-07-07 17:36:16.916,,,,-81,-81,-81,-72,-72,-72,-73,-77,-95,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90,,-88,-91,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:17.249,,,,,,,-70,-70,,-68,,,,,-89,,-58,-85,-85,,,-74,-75,-74,-74,-79,-80,-80,-71,,,,,,,-79,,,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,,,,,,-92,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:17.583,-68,-68,-68,,,,,,,,-75,,,,,,-57,,,-78,-80,-72,-74,-74,-74,,,,,,,,,-74,-68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:17.916,,,,,,,,,,,,,,,,-85,,,,,,,,,,-80,-80,-80,-74,,,,,-82,,-80,-94,-94,-94,,,,,,,,,,,,-81,-81,,,,,,,,,-81,-92,,,,,,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:18.250,-72,-73,-73,,,,,,,,-76,,,,,,,,,,,,,,,,,,,,,,,,-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:18.583,,,,-84,,,-68,-68,-68,-68,,,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91,,,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:18.916,,,,,,,,,,,,,,,-83,-89,-61,,,-84,-83,-72,-74,-74,-74,-77,-78,-77,-77,,,,,,,-78,,,,-90,,,,,,,,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90,-92,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:19.250,-68,-69,-69,,,,,,,,-75,,,,,,-61,-84,-84,-84,-84,,-75,-75,-74,,,,,,,,,-83,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,-89,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:19.583,,,,-85,-84,-85,,,,,,,,,,,,,,,,,,,,-74,-74,-74,-78,,,,,,,-74,-92,-93,-94,,,-94,,,,,,,,,-87,-87,,,,,,,,,-86,-94,,,,,,,-88,,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:19.917,-70,-70,-70,-86,-85,-85,-71,-71,-71,-70,-76,,-85,,,,-60,,,,,,,,,,,,,,,,,,-70,,,,,,,,,,,,-94,,,,,,,,,,,,,,,,,,,,,,,,,,-90,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:20.250,,,,,,,,,,,,,,,,,-62,-80,-80,-80,-81,-68,-68,-68,-68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85,-87,-87,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:20.583,,,,,,,,,,,,,,,-88,-88,,,,,,,,,,-67,-67,-67,,,,,,,,-66,,,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:20.917,-73,-74,-74,,,,,,,,-77,,,,,,-63,-80,-80,-81,-81,-65,-66,-65,-65,,,,,,,,,-82,-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:21.250,,,,-81,-82,-82,,,,,,,,,,,,,,,,,,,,,-70,-69,-78,,,,,-82,,-69,-92,-94,-94,,,,,,-94,,,,,,-89,-89,,,,,,,,,-92,,,,,,,-90,-91,,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:21.584,-74,-75,-74,-81,-80,-80,-71,-71,-71,-71,-78,,-81,,-84,-91,-66,,,,,,,,,,,,,,,,,,-74,,,,,-88,,,,,,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,-85,-86,-86,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:21.917,,,,,,,,,,,,,,,,,-62,-76,-76,-76,-76,-64,-65,-65,-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:22.250,,,,,,,,,,,,,,,-88,-93,,,,,,,,,,-72,-73,-72,-83,,,,,,,-73,-94,,,-88,,,,,,,,-85,,,,,,,,,,,,,,,,,,,,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:22.584,-73,-73,-73,,,,,,,,-77,,,,,,,-78,-79,-79,,-62,-62,-62,-62,,,,,,,,,-86,-73,,,,,,,,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:22.917,-71,-71,-71,-80,-80,-80,,,,,,-94,-81,,,,,,,,,,,,,,,,,,,,,-85,-71,,-91,,-94,,,,,,-94,-93,-94,,,,,,,,,,,,,,-90,,,,,,,-90,,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:23.251,,,,-84,-85,-84,-69,-69,-69,-69,-78,,-84,,-85,,-64,,,,,,,,,,,,,,,,,,,,,,,-89,,,,,,,,-84,,,,,,,,,,,,,,,,,,,,,,,,,-85,-86,-85,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:23.584,,,,,,,,,,,,,,,,,-64,-77,-77,-77,-77,-66,-66,-66,-66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:23.917,,,,,,,,,,,,,,,-82,-90,,,,,,,,,,-69,-70,-70,-81,,,,,-84,,-70,-92,-94,-94,-89,-94,-93,,,,,,-86,,,,,,,,,,,,,-90,-90,,,,,,,-92,,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:24.251,-75,-75,-75,,,,,,,,-81,,,,,,,-78,-78,-78,-78,-67,-66,-67,-67,,,,,,,,,,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,,,,,,-93,-88,-87,-88,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:24.584,-72,,,-86,-86,,-74,-75,-75,-75,-77,-93,-85,,,,,,,,,,,,,,,,,,,,,,-71,,,,-92,,-93,,,,,,,,,,,,,,,,,-88,-89,-88,,,,,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:24.918,,,,,,,-71,-70,-71,-71,,,,,-90,-92,-64,-75,-75,-75,-75,-67,-66,-66,-66,-69,-69,-68,,,,,,,,-69,,,,-90,,,,,,,,-87,,,,,,,-93,-93,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:25.251,,,,,,,,,,,,,,,,,-66,-76,-76,-76,-76,-66,-65,-65,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:25.584,,,,,,,,,,,,,,,,-94,,,,,,,,,,-71,-71,-70,-85,,-88,-88,-89,-90,,-71,,,,-90,,-93,,,,,,,,,-94,-93,,,,,,,,,,,,,,,,,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:25.918,-71,-70,-71,,,,,,,,-79,,,,,,,,,,,,-65,-65,-65,,,,,,,,,,-70,,,,,,,,,,,,,,,,,,,,,,,-88,-88,-88,,,,,-88,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:26.251,-74,-74,-74,-85,-86,-86,,-67,-71,-70,-81,,-85,,,,-67,,,,,,,,,,,,,,-89,-88,-88,,-74,,,-93,-93,,-94,-93,,,,,,,,,,-93,,-90,-88,-88,-88,-82,-82,-83,,,,,,-83,,,-94,,,,-89,-89,-89,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:26.585,,,,,,,-71,-70,-71,-71,,,,,-90,-93,,-73,-72,-72,-73,-58,-58,-58,-58,-68,-67,-68,,,,,,,,-68,,,,-88,,,,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:26.918,,,,,,,,,,,,,,,,,-67,-74,-75,-74,-75,-66,-66,-67,-66,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,,,,,,,,,,,-78,-78,,,,,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:27.251,,,,,,,,,,,,,,,,-92,,,,,,,,,,-66,-66,-66,-86,,,,,-89,,-66,,,-93,,-93,,,,,,,,,,-95,-94,,,,,,,,,,,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:27.585,-76,-76,-76,,,,,,,,-80,,,,,,,,,,,,,,,,,,,,,,,,-76,,,,,,,,,,,,,,,,,,,,,,,-78,-78,-77,,,,-83,-83,-77,,,,-83,,,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:27.918,-79,-78,-79,-69,-87,-86,-68,-69,-69,-69,-83,,-86,,,,-69,-70,-70,-70,-70,-60,-60,-60,-60,,,,,,-85,-85,-85,,-79,,,-93,-93,,-92,-93,,,,,,,,,,,,-86,,-85,-86,-78,-79,-78,,,-93,,,-78,,,,,,,-92,-90,-92,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:28.252,,,,,,,-74,-74,,-74,,,,,-89,-93,,,,,,,,,,,,,,,,,,,,,,,,-89,,,,,,,,-84,,,,,,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:28.585,,,,,,,,,,,,,,,,,-71,-70,-72,-71,-72,-64,-63,-63,-63,,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:28.918,,,,,,,,,,,,,,,-92,-94,,,,,,,,,,-72,-72,-72,-84,,-87,-86,-87,,,-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:29.252,-84,-83,-82,,,,,,,,,,,,,,,-66,-69,-69,-68,-59,-59,-60,-59,,,,,,,,,,-83,,,,,,,,,,,,,,,,,,-84,,,,,-83,-83,-83,,,,-83,-84,-83,,,,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:29.585,-79,-79,-79,-89,-88,,,-73,-74,,-80,,-89,,,,,,,,,,,,,,,,,,-86,-85,-85,,-79,,,-93,-94,,,-93,,,,,,,,,,,,-93,-93,-93,-91,,,,,,,,,-89,,,,,,,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:29.919,,,,-88,,,,-68,-68,-68,,,-87,,-92,,,,,,,,,,,,,,,,,,,,,,,,,-88,,,,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:30.252,,,,,,,,,,,,,,,,,-75,-67,-66,-67,-66,-61,-61,-61,-61,,,,,,,,,,,,,,,,,,,,,,,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:30.585,,,,,,,,,,,,,,,-89,,,,,,,,,,,-80,-81,-81,-89,-83,-84,-83,-68,-89,,-79,,-94,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:30.919,-81,-81,-81,,,,,,,,-83,,,,,,,-64,-65,-65,-65,-68,-70,-69,-68,,,,,-77,-77,-77,-77,,-81,,,,-94,,-94,-94,,-87,,,,,,,,,,,,,,,,-88,,,,,,,,,,,,,-89,-90,-90,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:31.252,-85,-84,-84,-87,-87,-89,,,,,-82,,-88,,,,,,,,,,,,,,,,,,,,,-90,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:31.586,,,,-88,-88,,-72,-73,-72,-72,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:31.919,,,,,,,,,,,,,,,,,-80,-69,-69,-68,-69,-67,-66,-66,-66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:32.253,,,,,,,,,,,,,,,,-89,,,,,,,,,,-83,-84,-83,,-75,-76,-75,-75,-85,,-83,,,,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:32.586,-80,-80,-81,-91,-92,-92,,,,,-83,-94,-91,,,,-75,-60,-60,-59,-60,-65,-66,-66,-67,,,,,-77,-77,-77,-77,,-80,,,,-94,,,,,,,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:32.919,-79,-80,-80,,,,,,,,,,,,,,-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:33.253,,,,-87,-88,-87,-74,-73,-74,-74,,,-87,,-91,,,,,,,,,,,,,,,,,,,,,,,,,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:33.586,,,,,,,,,,,,,,,,,-75,-63,-63,-63,-64,-61,-61,-61,-61,,,,,,,,,,,,,,,,,,,,,,,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:33.919,,,,,,,,,,,,,,,-90,-93,,-61,-62,-61,-62,-61,-61,-63,-62,-87,-87,-87,,-78,-78,-78,-78,,,-87,,-94,-93,-87,-94,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:34.253,-83,-84,-84,-90,-90,-90,,,,,-80,,-90,,,,,,,,,,,,,,,,,-77,-77,-78,-78,,-83,,,-94,-94,,,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:34.586,-87,-86,-86,,,,,,,,-85,,,,,,-77,,,,,,,,,,,,,,,,,,-85,,,,,,,,,,,,,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:34.920,,,,-69,-87,-88,-74,-74,-74,-74,,,-88,,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:35.253,,,-84,,,,,,,,,,,,-90,,-78,-60,-60,-60,-61,-63,-65,-64,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:35.586,,,,,,,,,,,,,,,,,-79,-60,-59,-60,-59,-68,-68,-68,-68,-88,-89,-88,-90,-79,-78,-79,-78,-90,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:35.920,,,,-90,-90,-89,,,,,,,-87,,,,,,,,,,,,,,,-89,-88,-78,-69,-78,-78,-88,,-89,,-93,-93,,-95,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:36.253,-86,-87,-86,,,,,,,,-83,,,,,,,,,,,,,,,,,,,,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:36.587,,,,-92,,-91,-69,-69,-69,-69,,,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,-90,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:36.920,-85,-86,-85,,,,,,,,,,,,-89,,-75,-65,-66,-65,-65,-68,-70,-69,-69,-91,-90,-90,-89,,,,,,-85,-90,,,,-87,,,,,,,,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:37.253,,,,,,,,,,,-84,,,,,,-77,-59,-59,-58,-59,-75,-75,-75,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:37.587,,,,,,,,,,,,,,,,,,,,,,,,,,-90,-90,-90,-86,-76,-77,-77,-76,-90,,-91,,,,,,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:37.920,-85,-85,-85,,,,,,,,-84,,,,,,-77,,,,,,,,,,,,,,,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,-88,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:38.254,-85,-85,-85,,,-90,-72,-71,-71,-71,,,-91,-94,-89,,,,,,,,,,,,,,,,,,,,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:38.587,,,,,,,,,,,,,,,-88,,-75,-56,-57,-57,-57,-71,-70,-70,-70,-89,,,-87,,,,,,,,,,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:38.921,,,,,,,,,,,-87,,,,,,,-54,-55,-54,-55,-71,-72,-71,-71,,,,,,,,,-93,,,,,,,,,-93,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,-89,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:39.254,,,,,,,,,,,,,-93,,,,,,,,,,,,,-93,,,-89,-75,-73,-74,-74,-93,,,,,-90,,,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:39.587,-88,-88,,-90,-90,-90,-71,-71,-71,-71,-85,,-91,,,,,,,,,,,,,,,,,,,,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:39.921,,,,,,,,,,,-87,,,,,,,-57,-57,-57,-57,-77,-78,-78,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:40.254,,,,,,,,,,,,,,,-88,-93,,,,,,,,,,-94,-94,-92,-86,-80,-81,-81,,,,-95,,,,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:40.587,,,,,,,,,,,,,,,,,-79,-60,-60,-60,-60,-76,-76,-76,-76,,,,,,,,,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:40.921,,,,-91,-90,-91,,,,,,-94,-89,,,,,,,,,,,,,-92,-92,-93,,-75,-76,-76,-76,-93,,-91,,-92,-93,,-94,-93,,,,,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:41.254,-91,-89,-89,-90,-90,,-71,-71,-71,-71,-85,,,,,,,,,,,,,,,,,,,,,,,,-90,,,,,,,,,,-95,,-95,,,,,,,,,,,,,,,,,,,,,,,,,,,-92,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:41.588,,,,,,,,,,,-87,,,,,,-80,-62,-63,-64,-63,-75,-75,-75,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:41.921,,,,,,,,,-71,-71,,,,,-84,-90,,,,,,,,,,-93,,-94,,,,,,,,,,,,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:42.254,,,,,,,,,,,-83,,,,,,-79,-68,-67,-68,-68,-78,-78,-78,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:42.588,,,,,,,,,,,,,,,,-91,,,,,,,,,,,,-94,,-79,-79,-80,-79,,,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:42.921,,,,-84,-85,-85,-71,-70,-70,-70,,,,,,,,,,,,,,,,,,,,,,,,,-89,,,,,,,,,,,-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:43.255,,-87,-87,,,,,,,,,,,,,,-76,-65,-64,-64,-64,-76,-77,-76,-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 17:36:43.588,,,,,,,,,,-72,,,,,-90,-91,,,,,,,,,,,,-94,-86,,,,,,,-94,,,,-90,,,,,,,,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
